"Account_Length";"Phone_Number";"Inter_Plan";"Total_Day_Min";"Total_Day_calls";"Total_Evening_Min";"Total_Evening_Calls";"Total_Night_Minutes";"Total_Night_Calls";"Total_Int_Min";"Total_Int_Calls";"No_of_Calls_Customer_Service";"Churn";"N_of_Vmail_Mesgs_VMail_Plan";"Total_Charge"
41.0;"393-9985";"no";209.9;105.0;121.9;105.0;253.7;104.0;9.6;4.0;1.0;"FALSE";-1.0;60.05
69.0;"401-8377";"no";167.5;76.0;242.1;92.0;101.2;103.0;11.4;4.0;2.0;"FALSE";-1.0;56.69
33.0;"331-3202";"no";213.9;88.0;239.8;119.0;148.7;71.0;9.8;14.0;2.0;"FALSE";-1.0;66.08
112.0;"358-5953";"no";115.8;108.0;243.3;111.0;184.6;78.0;13.1;5.0;1.0;"FALSE";-1.0;52.220000000000006
108.0;"380-7624";"no";276.6;99.0;220.1;113.0;177.9;95.0;9.8;6.0;2.0;"FALSE";30.0;76.39000000000001
136.0;"416-5261";"no";179.4;88.0;181.1;97.0;320.7;120.0;9.5;4.0;2.0;"FALSE";21.0;62.89
128.0;"417-5067";"no";187.3;84.0;270.8;95.0;206.4;68.0;10.1;5.0;1.0;"FALSE";-1.0;66.88
27.0;"345-6515";"no";201.2;128.0;227.2;100.0;145.8;91.0;8.4;3.0;2.0;"FALSE";-1.0;62.34000000000001
161.0;"406-1349";"yes";189.6;78.0;267.4;117.0;184.5;137.0;1.3;6.0;1.0;"FALSE";-1.0;63.61
33.0;"360-9038";"no";186.8;124.0;261.0;69.0;317.8;103.0;15.0;5.0;0.0;"FALSE";35.0;72.3
120.0;"348-3444";"no";153.5;83.0;219.1;96.0;237.4;76.0;11.4;4.0;0.0;"FALSE";31.0;58.48
113.0;"370-2892";"no";187.6;97.0;208.2;118.0;158.9;101.0;8.7;6.0;2.0;"FALSE";-1.0;59.09
122.0;"383-4061";"yes";230.9;132.0;243.2;99.0;182.4;57.0;11.0;2.0;0.0;"TRUE";-1.0;71.1
148.0;"391-7937";"no";244.9;150.0;118.0;138.0;236.0;91.0;15.2;4.0;2.0;"FALSE";26.0;66.38000000000001
74.0;"389-4083";"no";230.9;93.0;223.0;78.0;157.8;101.0;9.7;2.0;3.0;"FALSE";-1.0;67.92999999999999
106.0;"410-9633";"no";187.1;104.0;250.2;117.0;144.9;81.0;11.0;3.0;1.0;"FALSE";-1.0;62.56999999999999
179.0;"418-9502";"no";170.7;54.0;191.1;108.0;214.6;107.0;13.3;4.0;1.0;"FALSE";-1.0;58.50999999999999
149.0;"339-6637";"yes";126.9;97.0;166.9;102.0;145.2;77.0;8.8;3.0;5.0;"TRUE";28.0;44.67
77.0;"356-3403";"no";189.5;112.0;207.0;95.0;214.1;91.0;9.2;7.0;0.0;"FALSE";-1.0;61.93
127.0;"371-9457";"yes";176.9;110.0;167.9;100.0;182.2;138.0;7.7;2.0;1.0;"TRUE";-1.0;54.620000000000005
80.0;"391-8087";"no";161.1;99.0;198.8;81.0;228.4;116.0;10.6;4.0;1.0;"FALSE";-1.0;57.43
106.0;"392-6420";"no";169.4;107.0;197.2;71.0;202.2;79.0;10.7;4.0;1.0;"FALSE";-1.0;57.550000000000004
61.0;"399-4094";"no";254.4;133.0;161.7;96.0;251.4;91.0;10.5;4.0;0.0;"FALSE";20.0;71.14
135.0;"378-4013";"yes";127.7;54.0;215.0;105.0;234.3;84.0;5.8;4.0;2.0;"FALSE";24.0;52.1
115.0;"386-6306";"no";170.5;107.0;217.2;77.0;225.7;71.0;13.6;5.0;6.0;"FALSE";26.0;61.28
167.0;"359-3618";"yes";219.1;100.0;242.9;90.0;168.9;101.0;10.1;4.0;2.0;"FALSE";-1.0;68.22999999999999
107.0;"340-8875";"yes";273.5;104.0;183.8;68.0;153.8;67.0;11.0;9.0;2.0;"FALSE";-1.0;72.01
112.0;"330-2693";"yes";161.9;138.0;200.9;114.0;134.0;134.0;10.7;4.0;1.0;"FALSE";-1.0;53.519999999999996
35.0;"403-7627";"no";241.7;87.0;142.0;101.0;288.9;68.0;9.4;4.0;1.0;"FALSE";27.0;68.7
103.0;"342-3678";"yes";62.8;124.0;170.4;66.0;280.2;78.0;9.4;4.0;3.0;"FALSE";-1.0;40.31
107.0;"344-9943";"no";281.1;83.0;143.7;130.0;239.4;128.0;11.2;9.0;1.0;"FALSE";22.0;73.79
69.0;"390-5686";"no";228.2;70.0;263.7;80.0;142.6;60.0;10.7;5.0;3.0;"FALSE";-1.0;70.51
85.0;"358-5826";"no";209.8;82.0;194.5;94.0;200.4;85.0;11.3;3.0;0.0;"FALSE";-1.0;64.27
24.0;"393-7826";"no";265.6;86.0;208.8;102.0;182.5;105.0;11.1;6.0;2.0;"TRUE";-1.0;74.11000000000001
90.0;"335-9786";"no";214.9;97.0;117.8;117.0;133.7;78.0;11.8;2.0;2.0;"FALSE";-1.0;55.75
137.0;"368-9860";"no";110.5;79.0;223.2;111.0;169.5;64.0;10.5;3.0;3.0;"FALSE";-1.0;48.23
92.0;"416-9522";"yes";281.1;88.0;198.0;103.0;94.3;76.0;7.5;3.0;0.0;"FALSE";45.0;70.89
38.0;"416-7307";"no";137.8;86.0;286.3;76.0;167.0;77.0;14.1;3.0;2.0;"FALSE";-1.0;59.099999999999994
69.0;"397-6789";"yes";271.5;98.0;253.4;102.0;165.4;85.0;8.2;2.0;1.0;"TRUE";33.0;77.34999999999998
45.0;"335-9501";"no";112.8;108.0;218.8;120.0;240.2;106.0;9.0;3.0;2.0;"FALSE";-1.0;51.02
73.0;"388-1250";"no";187.3;118.0;239.7;90.0;167.5;108.0;15.1;2.0;1.0;"FALSE";-1.0;63.83
92.0;"386-1374";"no";197.0;84.0;269.3;105.0;158.9;105.0;10.8;4.0;1.0;"FALSE";-1.0;66.45
113.0;"346-8112";"no";180.4;89.0;129.4;124.0;166.9;124.0;8.4;2.0;1.0;"FALSE";32.0;51.45
68.0;"364-9040";"yes";148.5;126.0;219.4;125.0;198.5;121.0;14.5;7.0;1.0;"TRUE";-1.0;56.75
135.0;"366-3944";"no";197.1;113.0;259.4;95.0;134.7;135.0;14.6;5.0;2.0;"FALSE";22.0;65.56
100.0;"331-9861";"no";153.7;115.0;137.8;146.0;213.5;104.0;15.9;5.0;1.0;"FALSE";26.0;51.74
96.0;"330-2881";"no";261.3;96.0;220.9;101.0;179.4;97.0;11.3;2.0;1.0;"FALSE";27.0;74.32
108.0;"402-9558";"no";246.2;102.0;202.4;134.0;180.1;95.0;9.4;5.0;1.0;"FALSE";-1.0;69.69
84.0;"341-3180";"no";191.0;88.0;318.8;119.0;247.3;79.0;6.5;4.0;0.0;"FALSE";-1.0;72.46
134.0;"371-8598";"no";208.3;86.0;253.6;89.0;291.0;86.0;12.6;3.0;1.0;"FALSE";-1.0;73.47
72.0;"398-8385";"no";253.0;73.0;219.3;78.0;210.8;89.0;9.8;4.0;0.0;"FALSE";-1.0;73.78999999999999
83.0;"333-4154";"no";202.3;87.0;201.5;111.0;101.7;82.0;6.8;4.0;0.0;"FALSE";-1.0;57.94
137.0;"330-3589";"no";174.4;120.0;156.3;98.0;136.5;121.0;10.2;5.0;0.0;"FALSE";-1.0;51.83
56.0;"417-1477";"no";127.1;89.0;172.1;116.0;194.6;111.0;12.1;3.0;1.0;"FALSE";30.0;48.27
61.0;"327-5525";"yes";143.5;76.0;242.6;58.0;147.7;95.0;11.3;3.0;0.0;"FALSE";16.0;54.71999999999999
171.0;"363-8244";"no";186.9;94.0;240.0;138.0;200.9;64.0;5.8;3.0;1.0;"FALSE";17.0;62.78
123.0;"419-9104";"no";194.0;118.0;242.0;114.0;146.3;108.0;12.1;4.0;1.0;"FALSE";-1.0;63.4
58.0;"363-1560";"no";234.8;89.0;106.8;131.0;178.5;122.0;9.9;6.0;0.0;"FALSE";-1.0;59.7
156.0;"341-4075";"no";123.7;96.0;103.0;80.0;189.4;82.0;13.1;4.0;1.0;"FALSE";-1.0;41.849999999999994
166.0;"366-9074";"no";173.9;103.0;276.4;83.0;190.8;113.0;15.3;5.0;0.0;"FALSE";-1.0;65.77
75.0;"367-1424";"no";130.9;115.0;203.4;110.0;171.7;68.0;12.4;4.0;1.0;"FALSE";41.0;50.620000000000005
75.0;"341-1191";"no";314.6;102.0;169.8;86.0;285.1;100.0;5.7;3.0;2.0;"TRUE";-1.0;82.28
83.0;"342-9480";"no";227.9;78.0;207.5;115.0;211.7;100.0;12.1;5.0;1.0;"FALSE";-1.0;69.18
243.0;"355-9360";"no";95.5;92.0;163.7;63.0;264.2;118.0;6.6;6.0;2.0;"FALSE";-1.0;43.82
153.0;"343-1538";"no";185.3;127.0;208.0;73.0;206.1;124.0;15.1;3.0;1.0;"FALSE";-1.0;62.53
150.0;"335-2331";"no";146.3;133.0;202.7;95.0;234.7;103.0;13.1;3.0;1.0;"FALSE";-1.0;56.2
92.0;"335-7257";"no";184.0;99.0;76.4;134.0;185.1;96.0;12.7;3.0;2.0;"FALSE";16.0;49.53
80.0;"332-2137";"no";105.8;110.0;43.9;88.0;189.6;87.0;13.1;5.0;0.0;"FALSE";-1.0;33.79
134.0;"352-2998";"no";178.0;110.0;153.8;64.0;236.6;105.0;11.7;4.0;1.0;"FALSE";-1.0;57.13999999999999
77.0;"346-6941";"no";149.4;74.0;123.9;72.0;174.3;84.0;10.1;6.0;1.0;"FALSE";24.0;46.5
147.0;"400-2203";"no";209.4;104.0;132.5;78.0;149.4;123.0;11.3;3.0;2.0;"FALSE";-1.0;56.629999999999995
74.0;"421-2955";"no";172.1;105.0;211.7;99.0;182.2;105.0;11.6;6.0;1.0;"FALSE";-1.0;58.58
138.0;"331-6629";"yes";169.3;82.0;217.9;147.0;184.2;77.0;9.4;9.0;1.0;"FALSE";-1.0;58.129999999999995
143.0;"343-6314";"no";119.1;117.0;287.7;136.0;223.0;100.0;12.2;4.0;0.0;"FALSE";-1.0;58.03
64.0;"414-6638";"no";194.2;147.0;173.4;87.0;268.7;114.0;5.5;2.0;2.0;"FALSE";-1.0;61.33
120.0;"350-5883";"no";198.8;56.0;230.1;73.0;119.8;81.0;9.9;3.0;2.0;"FALSE";-1.0;61.42
121.0;"409-4447";"yes";167.7;94.0;93.7;121.0;241.3;115.0;13.4;1.0;3.0;"TRUE";-1.0;50.949999999999996
88.0;"376-4856";"no";202.2;86.0;216.8;93.0;239.4;99.0;11.8;2.0;2.0;"FALSE";-1.0;66.75999999999999
87.0;"335-1874";"no";322.5;106.0;204.6;93.0;186.2;128.0;9.4;4.0;2.0;"TRUE";-1.0;83.14
100.0;"397-6255";"no";216.2;107.0;215.6;84.0;138.4;127.0;10.2;3.0;0.0;"FALSE";-1.0;64.06
104.0;"381-5047";"no";76.4;116.0;115.6;74.0;226.3;94.0;9.4;3.0;3.0;"FALSE";-1.0;35.54
27.0;"403-6850";"no";72.7;75.0;208.6;117.0;65.8;71.0;9.9;3.0;1.0;"FALSE";-1.0;35.72
81.0;"375-3658";"no";210.4;100.0;225.5;97.0;168.7;120.0;9.7;4.0;0.0;"FALSE";31.0;65.15
64.0;"341-2603";"yes";127.2;93.0;162.9;104.0;247.4;109.0;8.1;13.0;0.0;"FALSE";33.0;48.79
107.0;"342-5062";"no";201.8;79.0;304.9;128.0;225.6;133.0;11.9;8.0;1.0;"FALSE";28.0;73.59
88.0;"354-1558";"no";219.5;78.0;222.1;94.0;188.3;92.0;16.1;5.0;1.0;"FALSE";17.0;69.02000000000001
111.0;"351-9537";"no";99.3;112.0;270.5;136.0;225.3;94.0;9.0;6.0;3.0;"FALSE";-1.0;52.44
77.0;"401-1252";"no";239.2;114.0;150.0;115.0;160.8;81.0;10.3;2.0;5.0;"FALSE";-1.0;63.43
67.0;"366-9538";"yes";120.9;58.0;235.0;88.0;95.1;130.0;11.4;11.0;2.0;"FALSE";-1.0;47.89
102.0;"364-7622";"no";224.7;81.0;129.4;112.0;167.6;109.0;15.8;6.0;1.0;"FALSE";-1.0;61.01
146.0;"393-9918";"no";176.6;88.0;162.7;66.0;215.5;98.0;14.6;6.0;1.0;"FALSE";19.0;57.489999999999995
144.0;"376-4484";"no";283.9;98.0;192.0;109.0;196.3;85.0;10.0;4.0;1.0;"FALSE";51.0;76.11
96.0;"410-6791";"no";180.6;92.0;190.9;114.0;295.6;125.0;10.3;4.0;1.0;"TRUE";-1.0;63.010000000000005
70.0;"343-2392";"no";125.9;101.0;196.4;102.0;252.7;75.0;10.3;4.0;1.0;"FALSE";31.0;52.24
149.0;"408-4323";"no";237.6;79.0;192.4;107.0;207.4;111.0;9.1;9.0;0.0;"FALSE";-1.0;68.53
129.0;"395-1718";"no";198.4;91.0;264.7;106.0;111.4;101.0;9.2;2.0;2.0;"FALSE";-1.0;63.71999999999999
166.0;"354-9492";"no";274.3;110.0;52.9;109.0;246.1;119.0;10.9;5.0;0.0;"FALSE";-1.0;65.14
136.0;"367-8168";"yes";199.6;89.0;211.4;96.0;72.4;84.0;11.0;4.0;3.0;"TRUE";-1.0;58.129999999999995
149.0;"340-3500";"no";217.7;91.0;273.5;74.0;226.9;99.0;9.6;3.0;3.0;"FALSE";-1.0;73.06
70.0;"369-4962";"no";134.7;96.0;235.9;90.0;260.2;113.0;7.6;6.0;3.0;"FALSE";-1.0;56.71
120.0;"334-8967";"no";212.7;73.0;257.5;103.0;227.8;119.0;9.7;13.0;2.0;"FALSE";24.0;70.91999999999999
66.0;"402-2377";"no";256.3;135.0;180.2;106.0;187.3;135.0;6.2;7.0;2.0;"FALSE";-1.0;68.99000000000001
104.0;"366-3917";"no";183.6;133.0;120.7;98.0;215.1;112.0;12.7;2.0;1.0;"FALSE";-1.0;54.58
160.0;"333-3531";"no";176.2;90.0;196.0;115.0;263.9;95.0;9.2;4.0;1.0;"FALSE";-1.0;60.97
129.0;"333-8954";"no";205.0;94.0;165.4;103.0;185.0;81.0;11.7;8.0;1.0;"FALSE";37.0;60.39000000000001
93.0;"374-9203";"no";267.9;114.0;223.0;74.0;262.7;90.0;11.3;3.0;3.0;"TRUE";-1.0;79.37
169.0;"334-3289";"no";179.2;111.0;175.2;130.0;228.6;92.0;9.9;6.0;2.0;"FALSE";-1.0;58.31
58.0;"353-7822";"no";149.4;145.0;196.5;105.0;209.5;108.0;14.9;3.0;1.0;"FALSE";-1.0;55.54999999999999
75.0;"350-1422";"no";163.6;132.0;146.7;113.0;345.8;115.0;13.1;3.0;3.0;"FALSE";38.0;59.38
45.0;"385-8406";"no";207.6;71.0;152.7;94.0;217.8;125.0;12.4;13.0;1.0;"FALSE";-1.0;61.42
155.0;"380-7277";"no";165.4;108.0;183.7;103.0;80.2;108.0;8.9;4.0;3.0;"FALSE";-1.0;49.74
52.0;"352-1798";"no";209.8;114.0;171.3;82.0;154.6;119.0;9.9;9.0;4.0;"FALSE";-1.0;59.86000000000001
119.0;"385-7922";"no";220.1;128.0;268.2;133.0;146.5;80.0;11.1;3.0;0.0;"FALSE";27.0;69.81
86.0;"353-7730";"no";141.3;72.0;154.3;95.0;210.6;91.0;8.2;5.0;1.0;"FALSE";-1.0;48.83
42.0;"337-7163";"no";196.5;89.0;241.3;123.0;143.2;105.0;4.0;7.0;0.0;"FALSE";-1.0;61.44
127.0;"348-5567";"yes";180.9;114.0;209.5;118.0;249.9;105.0;7.4;4.0;2.0;"FALSE";-1.0;61.81
123.0;"420-9575";"no";105.0;150.0;251.6;90.0;258.0;93.0;14.9;5.0;0.0;"FALSE";-1.0;54.870000000000005
98.0;"366-3358";"no";271.4;119.0;190.4;102.0;284.7;118.0;11.1;6.0;4.0;"TRUE";-1.0;78.13
149.0;"359-9972";"no";206.7;79.0;174.6;122.0;241.5;80.0;10.9;3.0;1.0;"FALSE";43.0;63.79
160.0;"387-3332";"no";166.8;109.0;236.0;117.0;307.6;77.0;9.3;1.0;1.0;"FALSE";-1.0;64.77
103.0;"354-6960";"no";204.9;107.0;135.2;102.0;208.2;106.0;10.4;3.0;5.0;"FALSE";-1.0;58.5
132.0;"405-3335";"no";154.6;128.0;245.6;106.0;148.6;90.0;9.1;4.0;1.0;"FALSE";15.0;56.309999999999995
137.0;"379-4257";"no";127.0;107.0;323.2;75.0;143.9;127.0;7.5;2.0;1.0;"FALSE";-1.0;57.57000000000001
129.0;"355-4992";"yes";267.4;78.0;204.2;85.0;111.7;146.0;5.9;4.0;1.0;"FALSE";-1.0;69.44
62.0;"383-6373";"no";281.0;66.0;160.6;108.0;77.9;74.0;0.0;0.0;1.0;"FALSE";-1.0;64.93
122.0;"382-7993";"no";270.8;96.0;220.4;110.0;169.9;104.0;11.8;8.0;4.0;"FALSE";33.0;75.61
32.0;"422-5865";"no";171.2;82.0;185.6;102.0;203.3;64.0;10.2;7.0;1.0;"FALSE";-1.0;56.78
86.0;"410-9961";"no";124.1;82.0;202.6;120.0;289.6;119.0;6.7;8.0;3.0;"FALSE";-1.0;53.160000000000004
130.0;"343-9946";"no";162.8;113.0;290.3;111.0;114.9;140.0;7.2;3.0;1.0;"FALSE";-1.0;59.47
42.0;"357-7060";"no";146.3;84.0;255.9;113.0;45.0;117.0;8.0;12.0;1.0;"FALSE";-1.0;50.81
73.0;"355-9541";"no";254.8;85.0;143.4;80.0;153.9;102.0;15.0;7.0;2.0;"FALSE";-1.0;66.49
66.0;"378-4145";"no";254.9;108.0;243.2;135.0;190.8;95.0;5.4;3.0;2.0;"FALSE";26.0;74.05
103.0;"386-2317";"no";107.7;124.0;188.9;104.0;196.2;98.0;8.9;3.0;0.0;"FALSE";31.0;45.599999999999994
128.0;"335-8146";"no";158.8;75.0;264.8;91.0;270.0;77.0;7.6;7.0;1.0;"FALSE";-1.0;63.71
104.0;"377-2235";"no";182.9;113.0;239.6;85.0;229.8;104.0;5.5;4.0;2.0;"FALSE";-1.0;63.290000000000006
103.0;"386-9141";"no";198.5;112.0;42.5;90.0;179.2;124.0;12.4;5.0;0.0;"FALSE";-1.0;48.77
124.0;"416-5623";"no";178.4;72.0;233.6;134.0;179.4;91.0;12.0;2.0;0.0;"FALSE";-1.0;61.5
87.0;"327-3053";"no";110.9;91.0;158.5;115.0;207.5;131.0;6.2;5.0;1.0;"FALSE";-1.0;43.33
109.0;"395-6195";"no";166.9;85.0;221.2;92.0;197.3;97.0;12.3;4.0;1.0;"TRUE";27.0;59.370000000000005
167.0;"397-8772";"yes";244.8;91.0;60.8;105.0;176.7;110.0;10.7;3.0;2.0;"FALSE";-1.0;57.63
97.0;"346-7656";"no";120.8;96.0;169.8;101.0;194.1;63.0;11.9;3.0;4.0;"TRUE";-1.0;46.91
106.0;"343-2350";"no";165.3;118.0;210.0;101.0;187.2;93.0;8.5;3.0;2.0;"FALSE";-1.0;56.67
125.0;"372-4722";"no";126.7;113.0;155.5;131.0;206.2;112.0;14.4;7.0;2.0;"FALSE";-1.0;47.93
108.0;"399-8615";"no";215.9;106.0;200.6;107.0;195.4;107.0;15.5;7.0;0.0;"FALSE";35.0;66.72999999999999
125.0;"379-8248";"no";140.1;132.0;209.6;126.0;264.1;77.0;8.0;2.0;1.0;"FALSE";-1.0;55.68
89.0;"414-6219";"no";209.9;113.0;249.8;104.0;224.2;92.0;8.7;7.0;1.0;"FALSE";32.0;69.35
72.0;"387-1343";"yes";139.8;114.0;138.2;91.0;221.0;88.0;5.5;6.0;0.0;"FALSE";29.0;46.959999999999994
23.0;"370-5527";"no";321.6;107.0;251.6;115.0;141.1;158.0;11.3;3.0;2.0;"TRUE";-1.0;85.46
149.0;"393-8736";"no";166.6;61.0;218.8;107.0;208.3;131.0;8.2;6.0;7.0;"FALSE";-1.0;58.5
73.0;"402-7626";"no";214.2;90.0;196.8;78.0;157.9;112.0;5.9;8.0;0.0;"FALSE";-1.0;61.84
61.0;"370-2688";"no";260.0;123.0;210.5;127.0;234.7;70.0;9.0;3.0;1.0;"TRUE";-1.0;75.08000000000001
161.0;"418-9036";"no";191.9;113.0;70.9;87.0;204.8;107.0;13.4;4.0;4.0;"TRUE";-1.0;51.489999999999995
73.0;"417-2035";"no";213.0;95.0;188.8;104.0;136.2;89.0;13.5;3.0;0.0;"FALSE";-1.0;62.040000000000006
118.0;"355-3602";"no";118.1;83.0;109.6;72.0;245.5;73.0;16.9;2.0;1.0;"FALSE";24.0;45.010000000000005
23.0;"393-4027";"no";190.2;89.0;166.4;108.0;219.8;73.0;15.0;4.0;6.0;"FALSE";-1.0;60.41
127.0;"418-5141";"no";82.2;95.0;163.3;109.0;264.9;104.0;5.1;6.0;0.0;"FALSE";25.0;41.15
42.0;"406-1247";"no";163.8;80.0;177.8;123.0;190.4;106.0;8.1;5.0;0.0;"FALSE";32.0;53.72
118.0;"402-3892";"no";267.8;145.0;316.4;121.0;208.6;91.0;14.4;11.0;5.0;"TRUE";-1.0;85.7
45.0;"332-2965";"no";159.8;91.0;120.4;86.0;163.0;93.0;10.6;3.0;2.0;"FALSE";-1.0;47.60000000000001
50.0;"377-1218";"no";214.3;129.0;289.8;55.0;312.5;130.0;10.6;4.0;1.0;"FALSE";24.0;77.98
179.0;"355-2464";"no";287.3;123.0;288.0;114.0;266.0;112.0;10.5;4.0;0.0;"TRUE";-1.0;88.13000000000001
152.0;"404-4611";"no";101.2;122.0;141.6;87.0;198.5;124.0;7.5;3.0;2.0;"FALSE";-1.0;40.2
105.0;"373-2339";"no";102.8;74.0;281.7;125.0;228.1;113.0;13.2;5.0;2.0;"FALSE";-1.0;55.24
72.0;"410-3503";"no";109.1;97.0;115.7;96.0;295.8;84.0;8.3;6.0;0.0;"FALSE";-1.0;43.93000000000001
52.0;"410-4739";"no";215.9;67.0;217.0;108.0;342.8;130.0;5.2;2.0;1.0;"FALSE";-1.0;71.98
125.0;"365-3562";"no";203.4;110.0;128.7;97.0;190.5;113.0;11.0;4.0;1.0;"FALSE";-1.0;57.059999999999995
143.0;"387-7641";"no";110.1;113.0;169.0;59.0;166.7;94.0;9.2;2.0;1.0;"FALSE";-1.0;43.06999999999999
65.0;"385-9744";"no";111.0;51.0;219.8;84.0;202.0;89.0;4.4;14.0;1.0;"FALSE";-1.0;47.83
80.0;"398-5006";"no";239.9;121.0;142.3;51.0;364.3;106.0;9.3;5.0;1.0;"FALSE";-1.0;71.78
1.0;"408-3977";"no";144.8;107.0;112.5;66.0;218.7;79.0;13.8;3.0;1.0;"FALSE";-1.0;47.75
60.0;"334-2729";"no";135.4;134.0;205.9;85.0;204.0;103.0;7.9;4.0;1.0;"FALSE";-1.0;51.83
43.0;"334-7685";"no";84.2;134.0;80.8;103.0;196.1;79.0;10.8;2.0;1.0;"FALSE";-1.0;32.92
143.0;"350-9228";"no";209.1;127.0;106.1;80.0;179.6;90.0;14.0;6.0;0.0;"FALSE";-1.0;56.42999999999999
81.0;"407-5774";"no";130.1;117.0;196.0;61.0;139.3;123.0;11.4;5.0;0.0;"FALSE";24.0;48.129999999999995
205.0;"413-4039";"no";175.8;139.0;155.0;98.0;180.7;64.0;7.8;5.0;2.0;"FALSE";24.0;53.31
24.0;"343-2077";"no";241.9;104.0;145.2;112.0;214.5;105.0;6.6;5.0;1.0;"FALSE";-1.0;64.89
74.0;"336-5661";"no";136.7;106.0;228.6;105.0;265.3;114.0;9.8;4.0;0.0;"FALSE";-1.0;57.26
77.0;"355-4143";"no";67.7;68.0;195.7;86.0;236.5;137.0;12.0;2.0;1.0;"FALSE";-1.0;42.02
74.0;"366-5918";"no";200.4;87.0;309.2;105.0;152.1;118.0;10.0;2.0;1.0;"FALSE";-1.0;69.89
74.0;"368-7555";"yes";125.8;103.0;207.7;96.0;207.4;143.0;14.1;4.0;1.0;"TRUE";-1.0;52.18
200.0;"408-2119";"no";128.2;87.0;133.2;105.0;177.6;123.0;11.2;2.0;1.0;"FALSE";-1.0;44.120000000000005
86.0;"329-2789";"no";226.3;88.0;223.0;107.0;255.6;92.0;13.0;3.0;4.0;"FALSE";-1.0;72.44
91.0;"334-1508";"no";162.3;107.0;233.9;115.0;277.4;94.0;9.2;4.0;0.0;"FALSE";37.0;62.42999999999999
76.0;"337-1506";"no";224.4;121.0;147.9;97.0;183.8;74.0;6.7;2.0;2.0;"FALSE";-1.0;60.8
130.0;"396-8400";"no";120.5;127.0;189.7;52.0;270.1;107.0;14.3;2.0;1.0;"FALSE";-1.0;52.62
56.0;"349-2654";"no";91.1;90.0;179.3;115.0;300.7;89.0;11.9;8.0;2.0;"FALSE";-1.0;47.47
117.0;"417-2716";"no";168.8;137.0;241.4;107.0;204.8;106.0;15.5;4.0;0.0;"FALSE";-1.0;62.629999999999995
63.0;"402-1725";"no";153.5;81.0;287.3;115.0;230.2;85.0;6.5;5.0;2.0;"FALSE";-1.0;62.64
126.0;"403-3229";"no";226.2;88.0;140.3;114.0;208.9;110.0;6.4;2.0;0.0;"FALSE";-1.0;61.51
132.0;"353-6056";"no";191.9;107.0;206.9;127.0;272.0;88.0;12.6;2.0;1.0;"FALSE";-1.0;65.85
81.0;"399-9802";"no";167.9;147.0;190.7;105.0;193.0;103.0;9.2;6.0;4.0;"TRUE";28.0;55.919999999999995
122.0;"366-7069";"no";180.0;88.0;145.0;77.0;233.7;120.0;11.5;6.0;2.0;"FALSE";-1.0;56.56
46.0;"332-5949";"no";257.4;67.0;261.1;91.0;204.4;107.0;13.4;5.0;2.0;"TRUE";-1.0;78.77000000000001
150.0;"393-6376";"no";174.4;75.0;169.9;80.0;201.6;130.0;11.0;4.0;1.0;"FALSE";28.0;56.129999999999995
99.0;"354-7025";"no";159.7;83.0;155.4;121.0;255.7;114.0;8.4;3.0;1.0;"FALSE";-1.0;54.14
87.0;"351-6585";"no";237.2;124.0;222.6;87.0;173.3;81.0;11.0;3.0;1.0;"FALSE";-1.0;70.01
108.0;"330-5462";"no";103.0;129.0;242.3;103.0;170.2;89.0;7.9;3.0;1.0;"FALSE";-1.0;47.900000000000006
101.0;"407-2292";"no";153.8;89.0;234.0;89.0;196.3;77.0;11.6;2.0;4.0;"FALSE";-1.0;58.0
53.0;"340-3011";"no";205.1;86.0;160.5;95.0;149.5;142.0;10.7;2.0;3.0;"FALSE";-1.0;58.129999999999995
132.0;"345-9153";"no";175.7;93.0;187.2;94.0;225.5;118.0;8.6;3.0;2.0;"FALSE";39.0;58.25
158.0;"379-5503";"no";155.9;123.0;224.2;112.0;221.0;116.0;8.6;8.0;2.0;"FALSE";-1.0;57.83
114.0;"389-6790";"no";154.4;109.0;221.4;142.0;208.5;103.0;10.3;5.0;0.0;"FALSE";34.0;57.230000000000004
77.0;"408-3610";"no";209.7;73.0;183.6;63.0;205.5;111.0;7.1;3.0;2.0;"FALSE";23.0;62.43
144.0;"375-8238";"yes";150.0;69.0;285.9;73.0;190.6;121.0;9.4;15.0;0.0;"FALSE";-1.0;60.919999999999995
91.0;"378-5633";"no";232.4;97.0;186.0;88.0;190.5;128.0;12.3;3.0;3.0;"FALSE";23.0;67.21000000000001
58.0;"389-9120";"no";165.4;100.0;115.7;87.0;193.8;118.0;12.8;5.0;2.0;"FALSE";-1.0;50.13
5.0;"380-2758";"no";199.2;106.0;187.3;12.0;214.0;85.0;13.3;3.0;3.0;"FALSE";-1.0;63.00000000000001
97.0;"402-2728";"no";217.6;81.0;320.5;51.0;150.7;110.0;4.2;3.0;0.0;"FALSE";-1.0;72.14
107.0;"354-9062";"no";212.1;95.0;150.1;88.0;219.8;111.0;7.7;2.0;3.0;"FALSE";-1.0;60.79
142.0;"417-2054";"no";154.0;75.0;165.8;97.0;270.0;83.0;10.8;5.0;1.0;"FALSE";30.0;55.339999999999996
9.0;"353-1941";"no";193.8;130.0;202.6;98.0;191.2;102.0;13.3;2.0;1.0;"FALSE";31.0;62.36000000000001
73.0;"328-1522";"no";175.4;130.0;248.1;105.0;122.4;85.0;12.2;4.0;0.0;"FALSE";-1.0;59.709999999999994
